track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
Blow the Whistle,Too $hort,Pop,62,0.907,0.625,-5.557,99.918,0.605,0.0042,163133
"Macbeth, Act IV: Patria oppressa! (Live)",Giuseppe Verdi,Classical,0,0.0845,0.0282,-27.916,169.151,0.0389,0.953,397253
Spelling,Katt Williams,Comedy,17,0.484,0.904,-13.305,107.678,0.175,0.894,102440
Fake Love,Carlitos Rossy,Reggaeton,38,0.635,0.768,-4.244,166.009,0.573,0.25,247067
One Eye Open - Trentemøller Remix Hbt Edit,Trentemøller,Electronic,35,0.34,0.819,-8.884,190.012,0.114,0.0307,333700
SUMMER SALT (with Bari),Smino,Hip-Hop,53,0.62,0.643,-6.597,155.894,0.15,0.278,147699
Les Yper-Sound,Stereolab,Electronic,38,0.703,0.58,-10.025,154.653,0.968,2.66e-05,245093
I Can't Wait,The White Stripes,Blues,31,0.286,0.806,-1.949,83.393,0.109,0.696,218867
Dirty Work,Steely Dan,Blues,64,0.631,0.354,-11.112,73.007,0.522,0.795,188693
Deep Inside of You - 2008 Version,Third Eye Blind,Children’s Music,50,0.502,0.591,-4.522,81.782,0.169,0.00585,250533
Ketto,Bonobo,Electronic,47,0.635,0.784,-7.718,95.011,0.31,0.337,306840
"Verdi: Macbeth, Act 1: ""Nel dì della vittoria ... Vieni t'affretta"" (Lady Macbeth, Chorus)",Giuseppe Verdi,Opera,32,0.322,0.201,-12.741,84.029,0.0871,0.962,471933
Primadonna,MARINA,Alternative,57,0.66,0.689,-2.671,127.98,0.427,0.0884,221075
Tahoe,Audiodub,Reggae,38,0.811,0.47,-7.308,85.061,0.493,0.0253,187800
Old English,Young Thug,Hip-Hop,58,0.809,0.801,-5.461,81.94,0.744,0.0408,201960
Don't Call Me (feat. Yuna),TOKiMONSTA,Soul,52,0.644,0.655,-6.507,80.925,0.397,0.407,217537
Ridin High,Jawga Boyz,Country,54,0.687,0.729,-6.916,140.004,0.259,0.00481,371398
¡ Ay ! este azul,Christina Pluhar,Opera,25,0.398,0.188,-17.395,102.45,0.191,0.926,183793
Higher Love,James Vincent McMorrow,Folk,56,0.373,0.114,-17.951,127.545,0.173,0.964,214787
Arms Open Wide - Live,North Point InsideOut,World,24,0.228,0.625,-5.67,169.826,0.115,0.00609,301053
The Wind Blow East,Enzo Garcia,Children's Music,0,0.771,0.351,-13.14,133.953,0.497,0.932,199973
Just Let It Go,India.Arie,Soul,43,0.664,0.37,-10.617,94.037,0.209,0.272,238867
BiPolar (feat. Quavo),Gucci Mane,Pop,76,0.747,0.569,-6.679,157.056,0.167,0.144,214642
Home Again!,Menahan Street Band,World,47,0.587,0.732,-8.097,96.848,0.747,0.055,202240
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE) - Banx & Ranx Remix,Snakehips,Dance,55,0.72,0.867,-4.221,123.959,0.525,0.151,167367
Sunrise,Childish Gambino,Hip-Hop,51,0.546,0.695,-6.374,79.932,0.182,0.011,219840
End of Our Days,Archive,Electronic,21,0.389,0.361,-11.843,113.507,0.237,0.875,292196
Dirty Laundry,Nickelback,Alternative,49,0.618,0.956,-3.297,97.993,0.487,0.000361,240704
Tempelhof,Yann Tiersen,Soundtrack,38,0.191,0.265,-20.183,124.151,0.0539,0.845,368960
Happy,Nao,Soul,46,0.776,0.54,-5.727,93.001,0.703,0.053,172333
Spiderbite,Beats Antique,World,28,0.654,0.732,-8.359,80.004,0.443,0.0072,251504
Put Your Money On Me,The Struts,Children’s Music,52,0.565,0.905,-3.575,126.011,0.684,0.00101,213853
First Try,Johnnyswim,Folk,56,0.612,0.409,-6.797,78.969,0.698,0.519,176632
X (with 2 Chainz & Saudi),ScHoolboy Q,Rap,77,0.768,0.471,-8.406,131.023,0.405,0.0201,267427
Simple & Sweet,Jon Bellion,Pop,56,0.544,0.397,-8.394,109.916,0.682,0.475,171868
Wake Up,Fetty Wap,Hip-Hop,59,0.647,0.673,-5.992,179.971,0.527,0.172,224000
Hurt so Good,Mipso,Folk,39,0.587,0.46,-8.759,88.057,0.806,0.461,181926
Louisiana Saturday Night,Mel McDaniel,Rock,61,0.686,0.622,-7.31,163.245,0.982,0.532,144187
Good Times,The Holdup,Reggae,29,0.532,0.523,-11.664,174.041,0.379,0.0108,237293
Nuisance,Dance Hall Crashers,Ska,16,0.468,0.915,-4.854,180.368,0.851,0.0255,199000
Confidence,Sanctus Real,Children’s Music,62,0.452,0.81,-4.748,167.143,0.439,0.0291,181733
Hear Me Now (feat. DIAMANTE)[Acoustic],Bad Wolves,Children’s Music,46,0.514,0.36,-7.001,80.53,0.27,0.179,223840
Young Volcanoes,Fall Out Boy,Rock,57,0.599,0.853,-3.878,94.997,0.676,0.00123,204507
Drop That Kitty (feat. Charli XCX and Tinashe),Ty Dolla $ign,Hip-Hop,54,0.874,0.712,-5.667,106.021,0.585,0.0283,216635
Should've Been Me,Naughty Boy,R&B,54,0.584,0.799,-5.478,183.961,0.666,0.0147,244041
Congressional Correspondents Dinner,Lewis Black,Comedy,18,0.556,0.76,-11.047,84.838,0.0475,0.819,1043040
"Piano Sonata No. 24 in A Major, Hob.XVI:26: I: Allegro moderato",Franz Joseph Haydn,Classical,30,0.34,0.0458,-28.964,170.569,0.37,0.993,333333
Black Chicks - Live at Rascals Comedy Club (NJ) / 1990,Andrew Dice Clay,Comedy,10,0.639,0.707,-13.985,122.948,0.516,0.638,41800
Tied Up,Hablot Brown,R&B,39,0.726,0.485,-15.62,111.957,0.0945,0.218,199286
Ach Basiu,Chorus,Movie,0,0.609,0.703,-7.183,138.426,0.842,0.00378,244573
Fire,Ohio Players,Jazz,53,0.623,0.681,-15.733,107.319,0.843,0.101,264360
Vacation,Still Woozy,Indie,59,0.606,0.435,-11.458,124.943,0.376,0.318,233995
"Lyric Pieces Book IV, Op.47: No. 3 Melodie",Edvard Grieg,Classical,34,0.353,0.00449,-30.004,70.819,0.0363,0.996,240000
Tin Tin Deo,The Slackers,Ska,16,0.79,0.563,-5.568,140.304,0.962,0.0394,227640
If I Could Turn Back Time,Cher,Pop,73,0.654,0.566,-10.313,108.293,0.527,0.244,239827
The One (feat. Jada),Alina Baraz,Alternative,45,0.591,0.396,-9.684,78.011,0.516,0.301,219330
It's The End Of The World As We Know It (And I Feel Fine),The Suicide Machines,Ska,34,0.537,0.978,-2.681,102.556,0.704,0.000444,198467
Beloved (When I Survey) - Live,Darlene Zschech,World,30,0.168,0.272,-10.779,84.287,0.0826,0.746,583052
You Can Leave Your Hat On - Live,Randy Newman,Movie,11,0.708,0.639,-11.537,98.619,0.679,0.907,163827
Lifetime - Uncut,Maxwell,Soul,50,0.695,0.454,-7.267,127.986,0.496,0.307,329413
Torn - Bonus Track,James TW,Pop,65,0.599,0.546,-6.459,95.141,0.411,0.306,196213
Bicken Back Being Bool,YG,Rap,55,0.56,0.664,-7.86,190.024,0.655,0.291,243773
Steeples,Dispatch,Reggae,32,0.732,0.675,-5.577,105.041,0.494,0.259,258933
病床パブリック,Sheena Ringo,Anime,22,0.319,0.978,-1.209,77.882,0.238,0.00253,196400
Click Clack,LOUDPVCK,Electronic,40,0.766,0.95,-1.701,154.033,0.48,0.0105,187221
Outrageous Love,Jonathan David Helser,World,33,0.404,0.601,-5.703,149.93,0.113,0.0513,306533
I Like You,Ben Rector,Rock,62,0.657,0.356,-11.808,78.914,0.394,0.343,138518
"Jesu Joy Of Man's Desiring, BWV 147",Johann Sebastian Bach,Classical,32,0.388,0.193,-21.261,111.322,0.353,0.994,146600
All Mine (feat. MadeinTYO),KYLE,Hip-Hop,50,0.784,0.663,-5.088,144.003,0.392,0.0428,227254
Your Betrayal,Bullet For My Valentine,Rap,67,0.569,0.883,-4.41,134.003,0.373,8.07e-05,291427
Put Your Money on Me,Arcade Fire,Children’s Music,64,0.604,0.768,-6.484,123.067,0.645,0.541,353240
Make it Bang,Baauer,Electronic,31,0.78,0.796,-7.621,130.036,0.355,0.0733,200107
Ooh La La - 2015 Remastered Version,Faces,Country,69,0.603,0.494,-10.27,147.814,0.729,0.428,214960
God Particle,Hans Zimmer,Soundtrack,33,0.123,0.307,-16.324,90.38,0.0349,0.185,320480
Downbad,Jay Gwuapo,Rap,53,0.781,0.656,-8.58,142.09,0.564,0.212,205636
Boom,Excision,Electronic,32,0.818,0.8,-6.24,139.927,0.169,0.0579,302789
Some Say,Sum 41,Alternative,52,0.389,0.872,-4.968,162.54,0.222,0.00237,205933
"Puccini: La bohème, Act 1: ""Sì. Mi chiamano Mimì"" (Mimì, Rodolfo, Schaunard, Colline, Marcello)",Giacomo Puccini,Opera,11,0.282,0.0369,-26.97,126.79,0.0367,0.912,332413
Taxi,J. Blackfoot,Blues,28,0.416,0.468,-11.786,67.713,0.27,0.093,302867
Party Of One (feat. Sam Smith),Brandi Carlile,Folk,69,0.354,0.206,-11.799,139.056,0.202,0.779,259559
La Femme Fetal,Digable Planets,Jazz,47,0.632,0.369,-17.786,200.216,0.514,0.118,275627
Concerto for two violins BWV 1043 in D Minor: Concerto for two violins BWV 1043 in D Minor: I. Vivace,Johann Sebastian Bach,Classical,39,0.471,0.403,-13.349,102.31,0.751,0.773,215760
All You Had To Do Was Stay,Taylor Swift,Pop,59,0.602,0.735,-5.778,96.969,0.472,0.00196,193293
something more,j ember,Indie,44,0.485,0.321,-12.631,82.034,0.162,0.0322,196023
On The Floor,Jennifer Lopez,Dance,52,0.726,0.779,-5.198,129.973,0.556,0.107,284867
Real Chill,Rae Sremmurd,Rap,55,0.842,0.609,-5.867,129.942,0.184,0.0443,267627
I'm Going Away,Elizabeth Cotten,Blues,32,0.527,0.171,-14.512,106.462,0.664,0.976,205493
I Love It (& Lil Pump),Kanye West,Rap,87,0.901,0.522,-8.304,104.053,0.329,0.0114,127947
ATTENTION,Joji,Pop,76,0.787,0.312,-12.401,119.899,0.425,0.895,128888
Me Acuerdo,Ivy Queen,Reggaeton,32,0.76,0.518,-5.228,134.129,0.246,0.483,275240
I Don't Mind,KONGOS,Blues,35,0.625,0.732,-7.332,147.668,0.931,0.307,206515
Thirty-Nine,Crumb,Indie,51,0.265,0.6,-9.28,93.796,0.0555,0.259,279429
"Madama Butterfly, Act I: Act I: Vieni, amor mio! (Pinkerton)",Giacomo Puccini,Opera,6,0.3,0.0448,-26.876,131.764,0.0757,0.964,146213
クロニクル,Nightmare,Anime,16,0.511,0.928,-3.892,100.951,0.368,0.00883,297427
MAD I GOT IT | MAD 1 GOT 1T,Denzel Curry,Hip-Hop,60,0.715,0.57,-7.682,107.766,0.371,0.222,232293
Big Chief,Dr. John,Jazz,43,0.744,0.481,-16.24,113.107,0.968,0.636,206160
Sticky,Ravyn Lenae,Children’s Music,62,0.712,0.846,-6.714,120.016,0.573,0.0339,196755
Practice,Drake,Pop,65,0.446,0.239,-15.327,104.675,0.31,0.574,237733
"You Enjoy Myself - Live Version - Clifford Ball, 1994",Phish,Blues,25,0.425,0.672,-11.114,105.414,0.228,0.333,1257333
Wasting All My Time,Hoodie Allen,Indie,54,0.795,0.41,-7.07,100.015,0.434,0.297,184661
I don’t let go,XXXTENTACION,Hip-Hop,77,0.797,0.293,-7.479,80.035,0.478,0.591,121630
Passenger Side,Smallpools,Indie,60,0.585,0.801,-5.406,101.987,0.283,0.00601,221747
StarRingChild - Movie Version,Aimer,Anime,18,0.489,0.889,-4.727,163.972,0.777,0.00877,205027
Howling Commando’s Montage,Alan Silvestri,Soundtrack,24,0.207,0.392,-11.39,81.208,0.141,0.569,134333
I'm Making Believe,The Ink Spots,Jazz,36,0.571,0.0881,-15.875,82.898,0.498,0.985,192840
"Carmen, WD 31, Act I: Sur la place (Live)",Georges Bizet,Opera,20,0.297,0.101,-29.498,105.177,0.222,0.948,127133
Off Guard - We5 Remix,Alexander Lewis,Electronic,45,0.446,0.772,-1.184,117.845,0.432,0.335,191197
Tension,Vök,Electronic,29,0.499,0.295,-10.679,136.749,0.138,0.55,184960
"You're Never Fully Dressed Without A Smile - From ""Annie""",Juice Music,Children's Music,5,0.743,0.263,-11.018,140.105,0.569,0.69,81227
"Cheating, Dreaming Old People Who Don't Shut Up",Kyle Cease,Comedy,12,0.614,0.473,-11.186,81.137,0.517,0.684,362013
Ugly,The Holdup,Reggae,40,0.777,0.468,-7.472,155.892,0.867,0.239,189615
Fool's Gold,S. Carey,Indie,58,0.501,0.294,-13.375,130.018,0.191,0.867,254920
Outta Style,Aaron Watson,Rock,59,0.617,0.886,-4.352,124.979,0.873,0.0883,222213
Could It Be,Jaheim,R&B,43,0.655,0.553,-6.854,70.033,0.531,0.0636,224667
Build My Life - Live,Passion,World,56,0.323,0.467,-7.282,139.505,0.0625,0.221,459467
Bedtime Story,Kana Nishino,Anime,26,0.636,0.752,-5.633,124.964,0.516,0.128,295813
Come Home - Beshken Remix,The Undercover Dream Lovers,Soul,38,0.739,0.505,-8.064,96.999,0.192,0.0512,220247
A & E (Artists & Entertainers),Kimbo Children's Music,Children's Music,0,0.763,0.618,-12.225,150.082,0.964,0.0646,157560
The Bells,The Originals,Blues,39,0.34,0.476,-11.852,115.076,0.546,0.352,175560
Madness Of Men,Trans-Siberian Orchestra,Classical,24,0.222,0.567,-6.432,74.584,0.292,0.12,250973
God & Guns,Lynyrd Skynyrd,Blues,41,0.244,0.643,-6.497,79.045,0.208,0.00696,344747
Round and round (feat. Han Suji),HEIZE,R&B,58,0.603,0.688,-5.13,119.99,0.504,0.757,201659
Masacre Pa' Voltio,Lito y Polaco,Reggaeton,20,0.72,0.685,-6.428,91.829,0.94,0.644,254613
Recktify,Rainbow Kitten Surprise,Rock,51,0.758,0.551,-8.879,114.892,0.365,0.604,109227
Must Have Done Something Right,Relient K,Alternative,46,0.563,0.959,-3.036,137.942,0.81,0.0166,199867
Mind Games,D.L. Hughley,Comedy,27,0.527,0.972,-7.123,83.589,0.109,0.798,213373
"No Good, Mr Holden",Graveyard,Blues,35,0.349,0.683,-5.5,122.68,0.513,0.19,286747
Biking,Frank Ocean,Alternative,65,0.673,0.463,-7.247,147.981,0.268,0.681,277521
No One's Easy to Love,Sharon Van Etten,Folk,57,0.457,0.884,-6.002,167.058,0.478,0.000236,274133
When I Go Away,Levon Helm,Country,50,0.636,0.722,-6.374,124.158,0.93,0.44,272573
Tú Tienes,Wisin & Yandel,Reggaeton,60,0.759,0.853,-4.883,88.955,0.716,0.00647,226560
Tu Lokito,Messiah,Reggaeton,25,0.759,0.772,-4.97,84.963,0.714,0.0113,195192
Feeling You,Harrison Storm,Folk,62,0.644,0.502,-9.374,103.987,0.159,0.665,201196
Back When I Could Fly,Trout Fishing in America,Children's Music,1,0.526,0.165,-17.466,129.006,0.319,0.818,209773
ZEZE (feat. Travis Scott & Offset),Kodak Black,Rap,93,0.861,0.603,-5.788,98.043,0.504,0.0521,228760
Had Enough,Breaking Benjamin,Rap,57,0.289,0.955,-2.76,163.947,0.252,1.68e-05,228213
"Rigoletto / Act 1: Giovanna, ho dei rimorsi",Giuseppe Verdi,Opera,9,0.308,0.13,-20.157,80.151,0.107,0.983,169691
So Sick,Ne-Yo,R&B,79,0.699,0.592,-8.298,94.933,0.589,0.273,207187
Preset Junkies,Virtual Riot,Electronic,32,0.46,0.955,-3.647,151.28,0.545,0.00729,224089
Flight to Compound,Alexandre Desplat,Soundtrack,24,0.301,0.101,-22.895,116.13,0.0556,0.335,307929
Saved by the Summer - Nebbra Remix,Goodluck,Indie,50,0.627,0.64,-5.219,95.956,0.213,0.037,226562
Suki To Iwareta Hi,EGOIST,Anime,14,0.467,0.925,-9.226,169.952,0.601,0.192,290707
Go To Sleep,Eminem,Hip-Hop,64,0.612,0.867,-2.924,179.728,0.371,0.00144,282027
"Got Me Wrong - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,Children’s Music,52,0.535,0.69,-8.956,81.871,0.293,0.116,300000
Gold,Spandau Ballet,Dance,66,0.711,0.74,-7.776,143.047,0.638,0.261,231480
Início,Keys N Krates,Electronic,35,0.449,0.894,-8.014,161.012,0.161,0.000825,206675
PINT OF AKORN,Germ,Hip-Hop,40,0.741,0.567,-10.143,139.992,0.493,0.00266,125143
Christmastide,The Brilliance,World,29,0.554,0.253,-13.88,139.859,0.543,0.858,211000
Weird Things Happen,Mark Mothersbaugh,Soundtrack,31,0.28,0.0202,-26.991,118.95,0.0398,0.46,106773
Bodies - Remastered 2012,The Smashing Pumpkins,Alternative,43,0.401,0.918,-8.204,108.297,0.379,5.01e-06,252200
I Feel A Sin Comin' On,Pistol Annies,Country,53,0.383,0.381,-9.126,82.169,0.39,0.554,198640
Everything Sucks - Live,Reel Big Fish,Ska,22,0.6,0.897,-5.373,99.562,0.809,0.154,217720
What Are You Looking At?,Christopher Titus,Comedy,25,0.491,0.935,-5.911,87.406,0.409,0.847,320320
With Everything - Live,Hillsong Worship,World,36,0.389,0.635,-8.806,137.065,0.0964,0.0239,474667
Sonnengeflecht,Roedelius,World,39,0.363,0.485,-17.806,101.055,0.2,0.771,209840
Chaghaybou,Tinariwen,Blues,24,0.452,0.862,-6.667,131.686,0.423,0.497,293720
Evil Presence,Sophie Meiers,Soul,50,0.291,0.402,-13.347,73.627,0.0526,0.662,162162
The Specialist In Dub,King Tubby,Reggae,33,0.827,0.287,-11.083,73.651,0.643,0.0872,187662
There She Goes,Leon Bridges,Soul,48,0.653,0.693,-6.765,144.67,0.92,0.374,156600
Silence Is the Way,Miles Davis,Jazz,36,0.567,0.285,-10.226,183.93,0.174,0.209,317920
Blue Clouds,Children Songs Company,Children's Music,0,0.63,0.525,-10.511,92.077,0.395,0.0265,147653
Panopticon,Cloud Control,Folk,42,0.568,0.651,-7.094,89.98,0.881,0.000814,203244
China Grove,The Doobie Brothers,Rock,67,0.623,0.91,-8.448,145.624,0.745,0.319,195307
Take Two Placebos And Call Me Lame,NOFX,Ska,36,0.333,0.979,-5.667,104.487,0.191,0.000334,145467
陽だまりロードナイト,Roselia,Anime,36,0.516,0.948,-3.228,142.942,0.388,0.00134,285900
The Dragon Prince – Main Title,Frederik Wiedmann,Soundtrack,27,0.185,0.347,-13.874,104.334,0.038,0.749,34227
Goodbye,Dustin O'Halloran,Soundtrack,46,0.356,0.016,-31.231,124.859,0.0641,0.981,133280
Un Beso,Luigi 21 Plus,Reggaeton,45,0.759,0.748,-5.998,89.958,0.57,0.111,208841
I Love You,Jermaine Edwards,Reggae,21,0.508,0.636,-6.174,133.925,0.3,0.0441,284015
I Feel a Song Comin' On,Rosemary Clooney,Jazz,51,0.657,0.275,-11.226,127.215,0.667,0.909,85220
Land Of Hope And Glory,Madness,Ska,17,0.391,0.9,-4.805,148.989,0.728,0.0084,177947
Touched By An Angel,Charlie Wilson,R&B,48,0.605,0.66,-5.847,80.982,0.889,0.322,239587
All of Me (with Eddie Heywood & His Orchestra),Billie Holiday,Soul,56,0.504,0.0644,-14.754,106.994,0.403,0.972,181440
Chillin,Wale,R&B,51,0.759,0.912,-2.941,98.936,0.354,0.0175,204533
This Week,Lil Baby,Pop,67,0.891,0.525,-7.666,133.126,0.15,0.00214,196864
Under The Bridges Of Paris,Dean Martin,Jazz,41,0.211,0.0875,-16.903,168.535,0.182,0.917,169227
Next Year - RAC Remix,Two Door Cinema Club,Alternative,46,0.731,0.73,-6.728,123.051,0.397,0.28,286093
Anybody (feat. Nicki Minaj),Young Thug,Rap,71,0.901,0.472,-8.416,120.0,0.479,0.0381,254947
スラバヤ通りの妹へ,Yumi Matsutoya,Anime,26,0.578,0.422,-9.746,78.46,0.387,0.43,279193
Blaze of Somethin',A Thousand Horses,Country,46,0.536,0.825,-4.724,99.94,0.779,0.0309,209580
Asking for a Friend,Devin Dawson,Rock,63,0.713,0.527,-7.512,123.006,0.445,0.238,239280
Freddy Crabs,Sticky Fingers,Reggae,54,0.447,0.684,-8.733,176.044,0.244,0.174,307600
Savages,MARINA,Dance,52,0.759,0.76,-7.199,120.006,0.731,0.0804,256333
Daughter (Remastered),Pearl Jam,Rock,68,0.615,0.702,-9.686,96.99,0.734,0.00746,234333
Habits of My Heart - EP Version,Jaymes Young,Rock,68,0.392,0.498,-7.63,72.048,0.59,0.665,210639
Vetements Socks,Sheck Wes,Rap,54,0.758,0.729,-6.282,119.999,0.326,0.25,249093
Drugs (feat. Wiz Khalifa),Ty Dolla $ign,R&B,57,0.746,0.573,-6.394,74.984,0.404,0.275,143942
Keep On Running,The Living End,Ska,34,0.555,0.778,-6.217,130.073,0.336,0.00678,247990
If I Get Drunk Tonight (Remix),Bigg Robb,Blues,28,0.93,0.621,-5.424,95.004,0.927,0.0144,264173
Dinosaur,"Hank Williams, Jr.",Rock,59,0.614,0.381,-14.628,145.056,0.504,0.244,199667
Dust Breeding (1.316)+,Stars Of The Lid,World,25,0.0623,0.0424,-32.372,65.74,0.032,0.868,548133
Walk the Dog (Her Nose Knows),SteveSongs,Children's Music,1,0.675,0.735,-6.13,106.157,0.463,0.251,62160
Let Loose,The Expendables,Reggae,36,0.608,0.75,-7.143,89.231,0.845,0.0886,224093
Just to See You Smile,Why Don't We,Dance,57,0.707,0.618,-7.154,89.901,0.261,0.0508,181958
My Generation,Limp Bizkit,Alternative,62,0.458,0.978,-2.394,103.823,0.332,0.00267,221000
Ghost Riders,Scatman Crothers,Movie,16,0.755,0.257,-14.733,141.559,0.626,0.541,160547
Cry Hell,Black Pistol Fire,Blues,29,0.447,0.791,-4.125,76.426,0.492,0.0978,183080
Jumped Out the Whip,Tedashii,Hip-Hop,50,0.776,0.766,-5.556,97.449,0.845,0.0478,246887
Appalachian Spring: VII. Doppio movimento,Aaron Copland,Classical,49,0.186,0.124,-15.271,77.903,0.248,0.978,183267
Make A Bag (feat. Moneybagg Yo),Megan Thee Stallion,R&B,45,0.876,0.543,-8.659,140.0,0.44,0.0468,136622
Strong God,Vertical Worship,World,38,0.44,0.638,-6.886,108.008,0.0846,0.00216,352933
Tried and Tempted - Live,The Wood Brothers,Folk,41,0.483,0.453,-10.356,99.166,0.198,0.135,274480
The God Of War,Rupert Gregson-Williams,Soundtrack,36,0.153,0.258,-15.13,102.403,0.0379,0.614,482453
The People's House,John Williams,Soundtrack,33,0.0931,0.0719,-20.257,77.551,0.0384,0.952,223093
Hobby,Tom Segura,Comedy,40,0.483,0.615,-14.303,165.449,0.284,0.808,150624
Getting Old Sucks,Bill Engvall,Comedy,28,0.618,0.733,-10.262,134.678,0.303,0.802,132973
Kiss Me Like A Stranger,Thomas Rhett,Country,50,0.728,0.484,-6.997,131.984,0.717,0.365,226627
Want to Want Me,Jason Derulo,Hip-Hop,76,0.775,0.68,-5.508,114.025,0.656,0.00906,207719
Digital Dash,Drake,Rap,63,0.881,0.546,-7.566,140.032,0.276,0.00296,231231
"Aida: Or, di Vulcano al tempio muovi",Giuseppe Verdi,Opera,15,0.452,0.235,-20.556,91.677,0.445,0.98,64800
Jesus,Chris Tomlin,World,47,0.441,0.745,-4.279,76.994,0.298,0.0105,249160
In the Year 2525 (Exordium & Terminus),Zager & Evans,Folk,49,0.451,0.62,-5.609,123.487,0.5,0.145,199653
Show Me Love - Radio Version,Robyn,Pop,63,0.546,0.643,-4.069,181.838,0.706,0.0746,229227
Better,Declan J Donovan,Indie,65,0.597,0.425,-5.513,119.998,0.309,0.581,201251
It's Only Love - 2008 Remastered Version,Simply Red,Soul,56,0.666,0.884,-5.243,92.005,0.754,0.506,298573
Michael & Anne,King Apparatus,Ska,16,0.638,0.987,-7.467,160.125,0.963,0.191,154987
Entre Luca Y Juan Mejía,Vicente Garcia,Reggae,52,0.863,0.7,-5.04,122.945,0.923,0.811,227013
Yahweh,The Brilliance,World,34,0.545,0.192,-13.878,92.047,0.175,0.955,264080
Who You Foolin,Gunna,Rap,75,0.916,0.756,-7.653,115.69,0.756,0.0942,151539
Sit Next to Me - Stereotypes Remix,Foster The People,Rock,66,0.68,0.738,-4.881,105.015,0.675,0.173,190720
Pull Out,Death From Above 1979,Blues,28,0.421,0.98,-4.588,109.988,0.304,5.97e-05,110213
The Dance,Martin Phipps,Soundtrack,33,0.16,0.0922,-21.167,62.858,0.0499,0.947,181706
Bixby Canyon Bridge,Death Cab for Cutie,Indie,47,0.279,0.772,-8.083,129.681,0.102,0.0034,315387
Shoot Me Straight,Brothers Osborne,Country,57,0.417,0.685,-6.805,98.718,0.224,0.00389,384013
What Am I Gonna Do With You,Barry White,Soul,50,0.626,0.873,-9.462,114.209,0.896,0.0291,219440
Over my head,Judah & the Lion,Folk,66,0.454,0.924,-4.38,150.967,0.505,0.0694,195863
I'm an Inchworm (Vocal),Kimbo Children's Music,Children's Music,0,0.708,0.296,-13.492,124.706,0.889,0.77,141440
Getting Back on the Horse,Brian Posehn,Comedy,17,0.563,0.841,-5.881,73.453,0.382,0.884,250787
Night Shift,Lucy Dacus,Pop,62,0.48,0.31,-7.887,86.149,0.16,0.312,391829
heavy metal (feat. Rahzel),Bring Me The Horizon,Rock,71,0.589,0.914,-3.582,129.935,0.512,0.00119,240587
Casimir Pulaski Day,Sufjan Stevens,Indie,61,0.686,0.172,-14.979,133.899,0.563,0.909,353947
I Didn't Know About You,Thelonious Monk,Jazz,30,0.617,0.275,-12.191,73.62,0.156,0.893,412173
Castaway,Yuna,Alternative,54,0.623,0.761,-6.084,99.055,0.456,0.0223,269893
Dakini (Aram Ram's Monsoon Remix),Prem Joshua,World,32,0.813,0.578,-9.504,119.826,0.13,0.096,364853
Suge,DaBaby,Hip-Hop,64,0.876,0.662,-6.482,75.445,0.844,0.0608,163320
Impossible,James Arthur,Dance,76,0.376,0.696,-4.785,169.515,0.303,0.141,209440
Callejero,Don Omar,Reggaeton,45,0.73,0.648,-4.378,87.013,0.447,0.127,233999
"Pomp and Circumstance, Op. 39: No. 1 in D Major",Edward Elgar,Classical,37,0.286,0.322,-15.143,121.489,0.259,0.9,374933
Pulling Leaves off Trees,Wallows,Children’s Music,56,0.376,0.937,-2.653,154.014,0.488,0.000848,230482
キロン,Vickeblanka,Anime,32,0.585,0.862,-5.153,130.047,0.314,0.00727,214973
Lo Eres Todo (En Vivo),Guaco,Reggaeton,25,0.618,0.891,-8.582,95.05,0.627,0.0517,276681
